ID, SourceCurrency, DestinationCurrency, SourceAmount
51243, USD, EUR,53830721
51244, EUR, AUD,53831771.5
51245, USD, EUR,53832822
51246, EUR, AUD,53833872.5
51247, USD, EUR,53834923
51248, EUR, AUD,53835973.5
51249, USD, EUR,53837024
51250, EUR, AUD,53838074.5
51251, USD, EUR,53839125
51252, EUR, AUD,53840175.5
51253, USD, EUR,53841226
51254, EUR, AUD,53842276.5
51255, USD, EUR,53843327
51256, EUR, AUD,53844377.5
51257, USD, EUR,53845428
51258, EUR, AUD,53846478.5
51259, USD, EUR,53847529
51260, EUR, AUD,53848579.5
51261, USD, EUR,53849630
51262, EUR, AUD,53850680.5
51263, USD, EUR,53851731
51264, EUR, AUD,53852781.5
51265, USD, EUR,53853832
51266, EUR, AUD,53854882.5
51267, USD, EUR,53855933
51268, EUR, AUD,53856983.5
51269, USD, EUR,53858034
51270, EUR, AUD,53859084.5
51271, USD, EUR,53860135
51272, EUR, AUD,53861185.5
51273, USD, EUR,53862236
51274, EUR, AUD,53863286.5
51275, USD, EUR,53864337
51276, EUR, AUD,53865387.5
51277, USD, EUR,53866438
51278, EUR, AUD,53867488.5
51279, USD, EUR,53868539
51280, EUR, AUD,53869589.5
51281, USD, EUR,53870640
51282, EUR, AUD,53871690.5
51283, USD, EUR,53872741
51284, EUR, AUD,53873791.5
51285, USD, EUR,53874842
51286, EUR, AUD,53875892.5
51287, USD, EUR,53876943
51288, EUR, AUD,53877993.5
51289, USD, EUR,53879044
51290, EUR, AUD,53880094.5
51291, USD, EUR,53881145
51292, EUR, AUD,53882195.5
51293, USD, EUR,53883246
51294, EUR, AUD,53884296.5
51295, USD, EUR,53885347
51296, EUR, AUD,53886397.5
51297, USD, EUR,53887448
51298, EUR, AUD,53888498.5
51299, USD, EUR,53889549
51300, EUR, AUD,53890599.5
51301, USD, EUR,53891650
51302, EUR, AUD,53892700.5
51303, USD, EUR,53893751
51304, EUR, AUD,53894801.5
51305, USD, EUR,53895852
51306, EUR, AUD,53896902.5
51307, USD, EUR,53897953
51308, EUR, AUD,53899003.5
51309, USD, EUR,53900054
51310, EUR, AUD,53901104.5
51311, USD, EUR,53902155
51312, EUR, AUD,53903205.5
51313, USD, EUR,53904256
51314, EUR, AUD,53905306.5
51315, USD, EUR,53906357
51316, EUR, AUD,53907407.5
51317, USD, EUR,53908458
51318, EUR, AUD,53909508.5
51319, USD, EUR,53910559
51320, EUR, AUD,53911609.5
51321, USD, EUR,53912660
51322, EUR, AUD,53913710.5
51323, USD, EUR,53914761
51324, EUR, AUD,53915811.5
51325, USD, EUR,53916862
51326, EUR, AUD,53917912.5
51327, USD, EUR,53918963
51328, EUR, AUD,53920013.5
51329, USD, EUR,53921064
51330, EUR, AUD,53922114.5
51331, USD, EUR,53923165
51332, EUR, AUD,53924215.5
51333, USD, EUR,53925266
51334, EUR, AUD,53926316.5
51335, USD, EUR,53927367
51336, EUR, AUD,53928417.5
51337, USD, EUR,53929468
51338, EUR, AUD,53930518.5
51339, USD, EUR,53931569
51340, EUR, AUD,53932619.5
51341, USD, EUR,53933670
51342, EUR, AUD,53934720.5
51343, USD, EUR,53935771
51344, EUR, AUD,53936821.5
51345, USD, EUR,53937872
51346, EUR, AUD,53938922.5
51347, USD, EUR,53939973
51348, EUR, AUD,53941023.5
51349, USD, EUR,53942074
51350, EUR, AUD,53943124.5
51351, USD, EUR,53944175
51352, EUR, AUD,53945225.5
51353, USD, EUR,53946276
51354, EUR, AUD,53947326.5
51355, USD, EUR,53948377
51356, EUR, AUD,53949427.5
51357, USD, EUR,53950478
51358, EUR, AUD,53951528.5
51359, USD, EUR,53952579
51360, EUR, AUD,53953629.5
51361, USD, EUR,53954680
51362, EUR, AUD,53955730.5
51363, USD, EUR,53956781
51364, EUR, AUD,53957831.5
51365, USD, EUR,53958882
51366, EUR, AUD,53959932.5
51367, USD, EUR,53960983
51368, EUR, AUD,53962033.5
51369, USD, EUR,53963084
51370, EUR, AUD,53964134.5
51371, USD, EUR,53965185
51372, EUR, AUD,53966235.5
51373, USD, EUR,53967286
51374, EUR, AUD,53968336.5
51375, USD, EUR,53969387
51376, EUR, AUD,53970437.5
51377, USD, EUR,53971488
51378, EUR, AUD,53972538.5
51379, USD, EUR,53973589
51380, EUR, AUD,53974639.5
51381, USD, EUR,53975690
51382, EUR, AUD,53976740.5
51383, USD, EUR,53977791
51384, EUR, AUD,53978841.5
51385, USD, EUR,53979892
51386, EUR, AUD,53980942.5
51387, USD, EUR,53981993
51388, EUR, AUD,53983043.5
51389, USD, EUR,53984094
51390, EUR, AUD,53985144.5
51391, USD, EUR,53986195
51392, EUR, AUD,53987245.5
51393, USD, EUR,53988296
51394, EUR, AUD,53989346.5
51395, USD, EUR,53990397
51396, EUR, AUD,53991447.5
51397, USD, EUR,53992498
51398, EUR, AUD,53993548.5
51399, USD, EUR,53994599
51400, EUR, AUD,53995649.5
51401, USD, EUR,53996700
51402, EUR, AUD,53997750.5
51403, USD, EUR,53998801
51404, EUR, AUD,53999851.5
51405, USD, EUR,54000902
51406, EUR, AUD,54001952.5
51407, USD, EUR,54003003
51408, EUR, AUD,54004053.5
51409, USD, EUR,54005104
51410, EUR, AUD,54006154.5
51411, USD, EUR,54007205
51412, EUR, AUD,54008255.5
51413, USD, EUR,54009306
51414, EUR, AUD,54010356.5
51415, USD, EUR,54011407
51416, EUR, AUD,54012457.5
51417, USD, EUR,54013508
51418, EUR, AUD,54014558.5
51419, USD, EUR,54015609
51420, EUR, AUD,54016659.5
51421, USD, EUR,54017710
51422, EUR, AUD,54018760.5
51423, USD, EUR,54019811
51424, EUR, AUD,54020861.5
51425, USD, EUR,54021912
51426, EUR, AUD,54022962.5
51427, USD, EUR,54024013
51428, EUR, AUD,54025063.5
51429, USD, EUR,54026114
51430, EUR, AUD,54027164.5
51431, USD, EUR,54028215
51432, EUR, AUD,54029265.5
51433, USD, EUR,54030316
51434, EUR, AUD,54031366.5
51435, USD, EUR,54032417
51436, EUR, AUD,54033467.5
51437, USD, EUR,54034518
51438, EUR, AUD,54035568.5
51439, USD, EUR,54036619
51440, EUR, AUD,54037669.5
51441, USD, EUR,54038720
51442, EUR, AUD,54039770.5
51443, USD, EUR,54040821
51444, EUR, AUD,54041871.5
51445, USD, EUR,54042922
51446, EUR, AUD,54043972.5
51447, USD, EUR,54045023
51448, EUR, AUD,54046073.5
51449, USD, EUR,54047124
51450, EUR, AUD,54048174.5
51451, USD, EUR,54049225
51452, EUR, AUD,54050275.5
51453, USD, EUR,54051326
51454, EUR, AUD,54052376.5
51455, USD, EUR,54053427
51456, EUR, AUD,54054477.5
51457, USD, EUR,54055528
51458, EUR, AUD,54056578.5
51459, USD, EUR,54057629
51460, EUR, AUD,54058679.5
51461, USD, EUR,54059730
51462, EUR, AUD,54060780.5
51463, USD, EUR,54061831
51464, EUR, AUD,54062881.5
51465, USD, EUR,54063932
51466, EUR, AUD,54064982.5
51467, USD, EUR,54066033
51468, EUR, AUD,54067083.5
51469, USD, EUR,54068134
51470, EUR, AUD,54069184.5
51471, USD, EUR,54070235
51472, EUR, AUD,54071285.5
51473, USD, EUR,54072336
51474, EUR, AUD,54073386.5
51475, USD, EUR,54074437
51476, EUR, AUD,54075487.5
51477, USD, EUR,54076538
51478, EUR, AUD,54077588.5
51479, USD, EUR,54078639
51480, EUR, AUD,54079689.5
51481, USD, EUR,54080740
51482, EUR, AUD,54081790.5
51483, USD, EUR,54082841
51484, EUR, AUD,54083891.5
51485, USD, EUR,54084942
51486, EUR, AUD,54085992.5
51487, USD, EUR,54087043
51488, EUR, AUD,54088093.5
51489, USD, EUR,54089144
51490, EUR, AUD,54090194.5
51491, USD, EUR,54091245
51492, EUR, AUD,54092295.5
51493, USD, EUR,54093346
51494, EUR, AUD,54094396.5
51495, USD, EUR,54095447
51496, EUR, AUD,54096497.5
51497, USD, EUR,54097548
51498, EUR, AUD,54098598.5
51499, USD, EUR,54099649
51500, EUR, AUD,54100699.5
51501, USD, EUR,54101750
51502, EUR, AUD,54102800.5
51503, USD, EUR,54103851
51504, EUR, AUD,54104901.5
51505, USD, EUR,54105952
51506, EUR, AUD,54107002.5
51507, USD, EUR,54108053
51508, EUR, AUD,54109103.5
51509, USD, EUR,54110154
51510, EUR, AUD,54111204.5
51511, USD, EUR,54112255
51512, EUR, AUD,54113305.5
51513, USD, EUR,54114356
51514, EUR, AUD,54115406.5
51515, USD, EUR,54116457
51516, EUR, AUD,54117507.5
51517, USD, EUR,54118558
51518, EUR, AUD,54119608.5
51519, USD, EUR,54120659
51520, EUR, AUD,54121709.5
51521, USD, EUR,54122760
51522, EUR, AUD,54123810.5
51523, USD, EUR,54124861
51524, EUR, AUD,54125911.5
51525, USD, EUR,54126962
51526, EUR, AUD,54128012.5
51527, USD, EUR,54129063
51528, EUR, AUD,54130113.5
51529, USD, EUR,54131164
51530, EUR, AUD,54132214.5
51531, USD, EUR,54133265
51532, EUR, AUD,54134315.5
51533, USD, EUR,54135366
51534, EUR, AUD,54136416.5
51535, USD, EUR,54137467
51536, EUR, AUD,54138517.5
51537, USD, EUR,54139568
51538, EUR, AUD,54140618.5
51539, USD, EUR,54141669
51540, EUR, AUD,54142719.5
51541, USD, EUR,54143770
51542, EUR, AUD,54144820.5
51543, USD, EUR,54145871
51544, EUR, AUD,54146921.5
51545, USD, EUR,54147972
51546, EUR, AUD,54149022.5
51547, USD, EUR,54150073
51548, EUR, AUD,54151123.5
51549, USD, EUR,54152174
51550, EUR, AUD,54153224.5
51551, USD, EUR,54154275
51552, EUR, AUD,54155325.5
51553, USD, EUR,54156376
51554, EUR, AUD,54157426.5
51555, USD, EUR,54158477
51556, EUR, AUD,54159527.5
51557, USD, EUR,54160578
51558, EUR, AUD,54161628.5
51559, USD, EUR,54162679
51560, EUR, AUD,54163729.5
51561, USD, EUR,54164780
51562, EUR, AUD,54165830.5
51563, USD, EUR,54166881
51564, EUR, AUD,54167931.5
51565, USD, EUR,54168982
51566, EUR, AUD,54170032.5
51567, USD, EUR,54171083
51568, EUR, AUD,54172133.5
51569, USD, EUR,54173184
51570, EUR, AUD,54174234.5
51571, USD, EUR,54175285
51572, EUR, AUD,54176335.5
51573, USD, EUR,54177386
51574, EUR, AUD,54178436.5
51575, USD, EUR,54179487
51576, EUR, AUD,54180537.5
51577, USD, EUR,54181588
51578, EUR, AUD,54182638.5
51579, USD, EUR,54183689
51580, EUR, AUD,54184739.5
51581, USD, EUR,54185790
51582, EUR, AUD,54186840.5
51583, USD, EUR,54187891
51584, EUR, AUD,54188941.5
51585, USD, EUR,54189992
51586, EUR, AUD,54191042.5
51587, USD, EUR,54192093
51588, EUR, AUD,54193143.5
51589, USD, EUR,54194194
51590, EUR, AUD,54195244.5
51591, USD, EUR,54196295
51592, EUR, AUD,54197345.5
51593, USD, EUR,54198396
51594, EUR, AUD,54199446.5
51595, USD, EUR,54200497
51596, EUR, AUD,54201547.5
51597, USD, EUR,54202598
51598, EUR, AUD,54203648.5
51599, USD, EUR,54204699
51600, EUR, AUD,54205749.5
51601, USD, EUR,54206800
51602, EUR, AUD,54207850.5
51603, USD, EUR,54208901
51604, EUR, AUD,54209951.5
51605, USD, EUR,54211002
51606, EUR, AUD,54212052.5
51607, USD, EUR,54213103
51608, EUR, AUD,54214153.5
51609, USD, EUR,54215204
51610, EUR, AUD,54216254.5
51611, USD, EUR,54217305
51612, EUR, AUD,54218355.5
51613, USD, EUR,54219406
51614, EUR, AUD,54220456.5
51615, USD, EUR,54221507
51616, EUR, AUD,54222557.5
51617, USD, EUR,54223608
51618, EUR, AUD,54224658.5
51619, USD, EUR,54225709
51620, EUR, AUD,54226759.5
51621, USD, EUR,54227810
51622, EUR, AUD,54228860.5
51623, USD, EUR,54229911
51624, EUR, AUD,54230961.5
51625, USD, EUR,54232012
51626, EUR, AUD,54233062.5
51627, USD, EUR,54234113
51628, EUR, AUD,54235163.5
51629, USD, EUR,54236214
51630, EUR, AUD,54237264.5
51631, USD, EUR,54238315
51632, EUR, AUD,54239365.5
51633, USD, EUR,54240416
51634, EUR, AUD,54241466.5
51635, USD, EUR,54242517
51636, EUR, AUD,54243567.5
51637, USD, EUR,54244618
51638, EUR, AUD,54245668.5
51639, USD, EUR,54246719
51640, EUR, AUD,54247769.5
51641, USD, EUR,54248820
51642, EUR, AUD,54249870.5
51643, USD, EUR,54250921
51644, EUR, AUD,54251971.5
51645, USD, EUR,54253022
51646, EUR, AUD,54254072.5
51647, USD, EUR,54255123
51648, EUR, AUD,54256173.5
51649, USD, EUR,54257224
51650, EUR, AUD,54258274.5
51651, USD, EUR,54259325
51652, EUR, AUD,54260375.5
51653, USD, EUR,54261426
51654, EUR, AUD,54262476.5
51655, USD, EUR,54263527
51656, EUR, AUD,54264577.5
51657, USD, EUR,54265628
51658, EUR, AUD,54266678.5
51659, USD, EUR,54267729
51660, EUR, AUD,54268779.5
51661, USD, EUR,54269830
51662, EUR, AUD,54270880.5
51663, USD, EUR,54271931
51664, EUR, AUD,54272981.5
51665, USD, EUR,54274032
51666, EUR, AUD,54275082.5
51667, USD, EUR,54276133
51668, EUR, AUD,54277183.5
51669, USD, EUR,54278234
51670, EUR, AUD,54279284.5
51671, USD, EUR,54280335
51672, EUR, AUD,54281385.5
51673, USD, EUR,54282436
51674, EUR, AUD,54283486.5
51675, USD, EUR,54284537
51676, EUR, AUD,54285587.5
51677, USD, EUR,54286638
51678, EUR, AUD,54287688.5
51679, USD, EUR,54288739
51680, EUR, AUD,54289789.5
51681, USD, EUR,54290840
51682, EUR, AUD,54291890.5
51683, USD, EUR,54292941
51684, EUR, AUD,54293991.5
51685, USD, EUR,54295042
51686, EUR, AUD,54296092.5
51687, USD, EUR,54297143
51688, EUR, AUD,54298193.5
51689, USD, EUR,54299244
51690, EUR, AUD,54300294.5
51691, USD, EUR,54301345
51692, EUR, AUD,54302395.5
51693, USD, EUR,54303446
51694, EUR, AUD,54304496.5
51695, USD, EUR,54305547
51696, EUR, AUD,54306597.5
51697, USD, EUR,54307648
51698, EUR, AUD,54308698.5
51699, USD, EUR,54309749
51700, EUR, AUD,54310799.5
51701, USD, EUR,54311850
51702, EUR, AUD,54312900.5
51703, USD, EUR,54313951
51704, EUR, AUD,54315001.5
51705, USD, EUR,54316052
51706, EUR, AUD,54317102.5
51707, USD, EUR,54318153
51708, EUR, AUD,54319203.5
51709, USD, EUR,54320254
51710, EUR, AUD,54321304.5
51711, USD, EUR,54322355
51712, EUR, AUD,54323405.5
51713, USD, EUR,54324456
51714, EUR, AUD,54325506.5
51715, USD, EUR,54326557
51716, EUR, AUD,54327607.5
51717, USD, EUR,54328658
51718, EUR, AUD,54329708.5
51719, USD, EUR,54330759
51720, EUR, AUD,54331809.5
51721, USD, EUR,54332860
51722, EUR, AUD,54333910.5
51723, USD, EUR,54334961
51724, EUR, AUD,54336011.5
51725, USD, EUR,54337062
51726, EUR, AUD,54338112.5
51727, USD, EUR,54339163
51728, EUR, AUD,54340213.5
51729, USD, EUR,54341264
51730, EUR, AUD,54342314.5
51731, USD, EUR,54343365
51732, EUR, AUD,54344415.5
51733, USD, EUR,54345466
51734, EUR, AUD,54346516.5
51735, USD, EUR,54347567
51736, EUR, AUD,54348617.5
51737, USD, EUR,54349668
51738, EUR, AUD,54350718.5
51739, USD, EUR,54351769
51740, EUR, AUD,54352819.5
51741, USD, EUR,54353870
51742, EUR, AUD,54354920.5
51743, USD, EUR,54355971
51744, EUR, AUD,54357021.5
51745, USD, EUR,54358072
51746, EUR, AUD,54359122.5
51747, USD, EUR,54360173
51748, EUR, AUD,54361223.5
51749, USD, EUR,54362274
51750, EUR, AUD,54363324.5
51751, USD, EUR,54364375
51752, EUR, AUD,54365425.5
51753, USD, EUR,54366476
51754, EUR, AUD,54367526.5
51755, USD, EUR,54368577
51756, EUR, AUD,54369627.5
51757, USD, EUR,54370678
51758, EUR, AUD,54371728.5
51759, USD, EUR,54372779
51760, EUR, AUD,54373829.5
51761, USD, EUR,54374880
51762, EUR, AUD,54375930.5
51763, USD, EUR,54376981
51764, EUR, AUD,54378031.5
51765, USD, EUR,54379082
51766, EUR, AUD,54380132.5
51767, USD, EUR,54381183
51768, EUR, AUD,54382233.5
51769, USD, EUR,54383284
51770, EUR, AUD,54384334.5
51771, USD, EUR,54385385
51772, EUR, AUD,54386435.5
51773, USD, EUR,54387486
51774, EUR, AUD,54388536.5
51775, USD, EUR,54389587
51776, EUR, AUD,54390637.5
51777, USD, EUR,54391688
51778, EUR, AUD,54392738.5
51779, USD, EUR,54393789
51780, EUR, AUD,54394839.5
51781, USD, EUR,54395890
51782, EUR, AUD,54396940.5
51783, USD, EUR,54397991
51784, EUR, AUD,54399041.5
51785, USD, EUR,54400092
51786, EUR, AUD,54401142.5
51787, USD, EUR,54402193
51788, EUR, AUD,54403243.5
51789, USD, EUR,54404294
51790, EUR, AUD,54405344.5
51791, USD, EUR,54406395
51792, EUR, AUD,54407445.5
51793, USD, EUR,54408496
51794, EUR, AUD,54409546.5
51795, USD, EUR,54410597
51796, EUR, AUD,54411647.5
51797, USD, EUR,54412698
51798, EUR, AUD,54413748.5
51799, USD, EUR,54414799
51800, EUR, AUD,54415849.5
51801, USD, EUR,54416900
51802, EUR, AUD,54417950.5
51803, USD, EUR,54419001
51804, EUR, AUD,54420051.5
51805, USD, EUR,54421102
51806, EUR, AUD,54422152.5
51807, USD, EUR,54423203
51808, EUR, AUD,54424253.5
51809, USD, EUR,54425304
51810, EUR, AUD,54426354.5
51811, USD, EUR,54427405
51812, EUR, AUD,54428455.5
51813, USD, EUR,54429506
51814, EUR, AUD,54430556.5
51815, USD, EUR,54431607
51816, EUR, AUD,54432657.5
51817, USD, EUR,54433708
51818, EUR, AUD,54434758.5
51819, USD, EUR,54435809
51820, EUR, AUD,54436859.5
51821, USD, EUR,54437910
51822, EUR, AUD,54438960.5
51823, USD, EUR,54440011
51824, EUR, AUD,54441061.5
51825, USD, EUR,54442112
51826, EUR, AUD,54443162.5
51827, USD, EUR,54444213
51828, EUR, AUD,54445263.5
51829, USD, EUR,54446314
51830, EUR, AUD,54447364.5
51831, USD, EUR,54448415
51832, EUR, AUD,54449465.5
51833, USD, EUR,54450516
51834, EUR, AUD,54451566.5
51835, USD, EUR,54452617
51836, EUR, AUD,54453667.5
51837, USD, EUR,54454718
51838, EUR, AUD,54455768.5
51839, USD, EUR,54456819
51840, EUR, AUD,54457869.5
51841, USD, EUR,54458920
51842, EUR, AUD,54459970.5
51843, USD, EUR,54461021
51844, EUR, AUD,54462071.5
51845, USD, EUR,54463122
51846, EUR, AUD,54464172.5
51847, USD, EUR,54465223
51848, EUR, AUD,54466273.5
51849, USD, EUR,54467324
51850, EUR, AUD,54468374.5
51851, USD, EUR,54469425
51852, EUR, AUD,54470475.5
51853, USD, EUR,54471526
51854, EUR, AUD,54472576.5
51855, USD, EUR,54473627
51856, EUR, AUD,54474677.5
51857, USD, EUR,54475728
51858, EUR, AUD,54476778.5
51859, USD, EUR,54477829
51860, EUR, AUD,54478879.5
51861, USD, EUR,54479930
51862, EUR, AUD,54480980.5
51863, USD, EUR,54482031
51864, EUR, AUD,54483081.5
51865, USD, EUR,54484132
51866, EUR, AUD,54485182.5
51867, USD, EUR,54486233
51868, EUR, AUD,54487283.5
51869, USD, EUR,54488334
51870, EUR, AUD,54489384.5
51871, USD, EUR,54490435
51872, EUR, AUD,54491485.5
51873, USD, EUR,54492536
51874, EUR, AUD,54493586.5
51875, USD, EUR,54494637
51876, EUR, AUD,54495687.5
51877, USD, EUR,54496738
51878, EUR, AUD,54497788.5
51879, USD, EUR,54498839
51880, EUR, AUD,54499889.5
51881, USD, EUR,54500940
51882, EUR, AUD,54501990.5
51883, USD, EUR,54503041
51884, EUR, AUD,54504091.5
51885, USD, EUR,54505142
51886, EUR, AUD,54506192.5
51887, USD, EUR,54507243
51888, EUR, AUD,54508293.5
51889, USD, EUR,54509344
51890, EUR, AUD,54510394.5
51891, USD, EUR,54511445
51892, EUR, AUD,54512495.5
51893, USD, EUR,54513546
51894, EUR, AUD,54514596.5
51895, USD, EUR,54515647
51896, EUR, AUD,54516697.5
51897, USD, EUR,54517748
51898, EUR, AUD,54518798.5
51899, USD, EUR,54519849
51900, EUR, AUD,54520899.5
51901, USD, EUR,54521950
51902, EUR, AUD,54523000.5
51903, USD, EUR,54524051
51904, EUR, AUD,54525101.5
51905, USD, EUR,54526152
51906, EUR, AUD,54527202.5
51907, USD, EUR,54528253
51908, EUR, AUD,54529303.5
51909, USD, EUR,54530354
51910, EUR, AUD,54531404.5
51911, USD, EUR,54532455
51912, EUR, AUD,54533505.5
51913, USD, EUR,54534556
51914, EUR, AUD,54535606.5
51915, USD, EUR,54536657
51916, EUR, AUD,54537707.5
51917, USD, EUR,54538758
51918, EUR, AUD,54539808.5
51919, USD, EUR,54540859
51920, EUR, AUD,54541909.5
51921, USD, EUR,54542960
51922, EUR, AUD,54544010.5
51923, USD, EUR,54545061
51924, EUR, AUD,54546111.5
51925, USD, EUR,54547162
51926, EUR, AUD,54548212.5
51927, USD, EUR,54549263
51928, EUR, AUD,54550313.5
51929, USD, EUR,54551364
51930, EUR, AUD,54552414.5
51931, USD, EUR,54553465
51932, EUR, AUD,54554515.5
51933, USD, EUR,54555566
51934, EUR, AUD,54556616.5
51935, USD, EUR,54557667
51936, EUR, AUD,54558717.5
51937, USD, EUR,54559768
51938, EUR, AUD,54560818.5
51939, USD, EUR,54561869
51940, EUR, AUD,54562919.5
51941, USD, EUR,54563970
51942, EUR, AUD,54565020.5
51943, USD, EUR,54566071
51944, EUR, AUD,54567121.5
51945, USD, EUR,54568172
51946, EUR, AUD,54569222.5
51947, USD, EUR,54570273
51948, EUR, AUD,54571323.5
51949, USD, EUR,54572374
51950, EUR, AUD,54573424.5
51951, USD, EUR,54574475
51952, EUR, AUD,54575525.5
51953, USD, EUR,54576576
51954, EUR, AUD,54577626.5
51955, USD, EUR,54578677
51956, EUR, AUD,54579727.5
51957, USD, EUR,54580778
51958, EUR, AUD,54581828.5
51959, USD, EUR,54582879
51960, EUR, AUD,54583929.5
51961, USD, EUR,54584980
51962, EUR, AUD,54586030.5
51963, USD, EUR,54587081
51964, EUR, AUD,54588131.5
51965, USD, EUR,54589182
51966, EUR, AUD,54590232.5
51967, USD, EUR,54591283
51968, EUR, AUD,54592333.5
51969, USD, EUR,54593384
51970, EUR, AUD,54594434.5
51971, USD, EUR,54595485
51972, EUR, AUD,54596535.5
51973, USD, EUR,54597586
51974, EUR, AUD,54598636.5
51975, USD, EUR,54599687
51976, EUR, AUD,54600737.5
51977, USD, EUR,54601788
51978, EUR, AUD,54602838.5
51979, USD, EUR,54603889
51980, EUR, AUD,54604939.5
51981, USD, EUR,54605990
51982, EUR, AUD,54607040.5
51983, USD, EUR,54608091
51984, EUR, AUD,54609141.5
51985, USD, EUR,54610192
51986, EUR, AUD,54611242.5
51987, USD, EUR,54612293
51988, EUR, AUD,54613343.5
51989, USD, EUR,54614394
51990, EUR, AUD,54615444.5
51991, USD, EUR,54616495
51992, EUR, AUD,54617545.5
51993, USD, EUR,54618596
51994, EUR, AUD,54619646.5
51995, USD, EUR,54620697
51996, EUR, AUD,54621747.5
51997, USD, EUR,54622798
51998, EUR, AUD,54623848.5
51999, USD, EUR,54624899
52000, EUR, AUD,54625949.5
52001, USD, EUR,54627000
52002, EUR, AUD,54628050.5
52003, USD, EUR,54629101
52004, EUR, AUD,54630151.5
52005, USD, EUR,54631202
52006, EUR, AUD,54632252.5
52007, USD, EUR,54633303
52008, EUR, AUD,54634353.5
52009, USD, EUR,54635404
52010, EUR, AUD,54636454.5
52011, USD, EUR,54637505
52012, EUR, AUD,54638555.5
52013, USD, EUR,54639606
52014, EUR, AUD,54640656.5
52015, USD, EUR,54641707
52016, EUR, AUD,54642757.5
52017, USD, EUR,54643808
52018, EUR, AUD,54644858.5
52019, USD, EUR,54645909
52020, EUR, AUD,54646959.5
52021, USD, EUR,54648010
52022, EUR, AUD,54649060.5
52023, USD, EUR,54650111
52024, EUR, AUD,54651161.5
52025, USD, EUR,54652212
52026, EUR, AUD,54653262.5
52027, USD, EUR,54654313
52028, EUR, AUD,54655363.5
52029, USD, EUR,54656414
52030, EUR, AUD,54657464.5
52031, USD, EUR,54658515
52032, EUR, AUD,54659565.5
52033, USD, EUR,54660616
52034, EUR, AUD,54661666.5
52035, USD, EUR,54662717
52036, EUR, AUD,54663767.5
52037, USD, EUR,54664818
52038, EUR, AUD,54665868.5
52039, USD, EUR,54666919
52040, EUR, AUD,54667969.5
52041, USD, EUR,54669020
52042, EUR, AUD,54670070.5
52043, USD, EUR,54671121
52044, EUR, AUD,54672171.5
52045, USD, EUR,54673222
52046, EUR, AUD,54674272.5
52047, USD, EUR,54675323
52048, EUR, AUD,54676373.5
52049, USD, EUR,54677424
52050, EUR, AUD,54678474.5
52051, USD, EUR,54679525
52052, EUR, AUD,54680575.5
52053, USD, EUR,54681626
52054, EUR, AUD,54682676.5
52055, USD, EUR,54683727
52056, EUR, AUD,54684777.5
52057, USD, EUR,54685828
52058, EUR, AUD,54686878.5
52059, USD, EUR,54687929
52060, EUR, AUD,54688979.5
52061, USD, EUR,54690030
52062, EUR, AUD,54691080.5
52063, USD, EUR,54692131
52064, EUR, AUD,54693181.5
52065, USD, EUR,54694232
52066, EUR, AUD,54695282.5
52067, USD, EUR,54696333
52068, EUR, AUD,54697383.5
52069, USD, EUR,54698434
52070, EUR, AUD,54699484.5
52071, USD, EUR,54700535
52072, EUR, AUD,54701585.5
52073, USD, EUR,54702636
52074, EUR, AUD,54703686.5
52075, USD, EUR,54704737
52076, EUR, AUD,54705787.5
52077, USD, EUR,54706838
52078, EUR, AUD,54707888.5
52079, USD, EUR,54708939
52080, EUR, AUD,54709989.5
52081, USD, EUR,54711040
52082, EUR, AUD,54712090.5
52083, USD, EUR,54713141
52084, EUR, AUD,54714191.5
52085, USD, EUR,54715242
52086, EUR, AUD,54716292.5
52087, USD, EUR,54717343
52088, EUR, AUD,54718393.5
52089, USD, EUR,54719444
52090, EUR, AUD,54720494.5
52091, USD, EUR,54721545
52092, EUR, AUD,54722595.5
52093, USD, EUR,54723646
52094, EUR, AUD,54724696.5
52095, USD, EUR,54725747
52096, EUR, AUD,54726797.5
52097, USD, EUR,54727848
52098, EUR, AUD,54728898.5
52099, USD, EUR,54729949
52100, EUR, AUD,54730999.5
52101, USD, EUR,54732050
52102, EUR, AUD,54733100.5
52103, USD, EUR,54734151
52104, EUR, AUD,54735201.5
52105, USD, EUR,54736252
52106, EUR, AUD,54737302.5
52107, USD, EUR,54738353
52108, EUR, AUD,54739403.5
52109, USD, EUR,54740454
52110, EUR, AUD,54741504.5
52111, USD, EUR,54742555
52112, EUR, AUD,54743605.5
52113, USD, EUR,54744656
52114, EUR, AUD,54745706.5
52115, USD, EUR,54746757
52116, EUR, AUD,54747807.5
52117, USD, EUR,54748858
52118, EUR, AUD,54749908.5
52119, USD, EUR,54750959
52120, EUR, AUD,54752009.5
52121, USD, EUR,54753060
52122, EUR, AUD,54754110.5
52123, USD, EUR,54755161
52124, EUR, AUD,54756211.5
52125, USD, EUR,54757262
52126, EUR, AUD,54758312.5
52127, USD, EUR,54759363
52128, EUR, AUD,54760413.5
52129, USD, EUR,54761464
52130, EUR, AUD,54762514.5
52131, USD, EUR,54763565
52132, EUR, AUD,54764615.5
52133, USD, EUR,54765666
52134, EUR, AUD,54766716.5
52135, USD, EUR,54767767
52136, EUR, AUD,54768817.5
52137, USD, EUR,54769868
52138, EUR, AUD,54770918.5
52139, USD, EUR,54771969
52140, EUR, AUD,54773019.5
52141, USD, EUR,54774070
52142, EUR, AUD,54775120.5
52143, USD, EUR,54776171
